label,description,tweets
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,@WarReporter1 Seen in the picture is a US A-10 Thunderbolt which helped FSA and Ahrar advance against ISIS.
,,"US vetted apostste Sahawat new phrase 

Oh Obama we don't have anyone other than you oh obamah"
,,"#AmaqAgency
Islamic State advance today in industrial district of dier alzour airbase
https://t.co/JFJxISSRMH https://t.co/xEi204nRDm"
,,Air strikes on jund alaqsa controlled Saraqib. https://t.co/lYVTjESAHf
,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",حصري: اللحظات الأولى لخروج معارص سوري من أقبية البنتاغون بعد الانتهاء من عملية الفحص العميق. اللهم استرنا.. #سوريا https://t.co/zmFKtF85b5
,"A Moroccan engineer in nanotechnology commenting on Middle East  politics, mainly Iraq/Syria. Not representing any group. RTs and Favs  aren't endorsements.","RT @gnd_aqsa___: أقول لشوارعية هذه الفصائل الأغبياﺀ.
لاوجود لشيئ أسمه""مصلحةتقتضي""
ضمن موانع التكفير.
بعدإرتكابكم للناقض الثامن."
,"A Moroccan engineer in nanotechnology commenting on Middle East  politics, mainly Iraq/Syria. Not representing any group. RTs and Favs  aren't endorsements.","RT @gnd_aqsa___: الطائرات نفسهاتمهدلهم.
الطائرات نفسهاتقصف مقرات جبهةالنصرة
الطائرات نفسهاتقصف اهل السنة في العراق
ونفسها دعمت الاكراد ضدهم!"
,,"Who cares like.
It's allowed for kuffar to bomb Muslims just like in northern allepo.
Stop crying 
Hypocrite  https://t.co/hSi3rlNX30"
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,An Al-Qaeda (Al-Nusra) commander interviewed on AlJazeera says US airstrikes aided them to take Al-Rai from ISIS: https://t.co/uC8s5gFdDE
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,@WarReporter1 1. This has something to do with an alleged internal coup which took place within Nusra a few days ago. It's alleged that
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,"@WarReporter1 2. hardline pro-AQ elements in Nusra were killed in a US airstrike and ""moderate"" elements in Nusra want to merge with rebels"
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,"@WarReporter1 3. Recent rumours say Nusras leader, Jawlani, was killed, and that Abu Mariya Qahtani, a moderate, now defacto leads the group"
,,"RT @MarwanTunsi1: Al Qa'ida bosses now ready to talk with the US:
https://t.co/z4WoXn3W1d"
,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",أخيرا بإذن الله أهل الحق ظاهرين يقينا ووعدا من رب العالمين شاء من شاء أو أبى من أبى ولا أسف على مرتزق باع دينه وشرفه لأجل أي سبب كان #سوريا
,,"Qatar again pushing it's proxies interests.
 https://t.co/dYxuU5hlrL"
,,"Allaahu akbar
beautiful words.  https://t.co/7e8wKuaZb6"
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,@JooniIsrar It was obvious since last year that there was a moderate faction in Nusra who wanted to leave AQ to gain favor with the West
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,"@JooniIsrar Abu Firas al-Suri was one of those hardliners who stood in the way of the ""moderates"" who wanted to leave Al-Qaeda. Seems his"
,,"Notice the trend 
Qatar - aljazeera - talIban - alqaeda - @Charles_Lister"
,,"RT @MarwanTunsi1: As Sheikh Al Adnani (ha) said, Sahwat al Sham will end up in a national unity government with Assad to fight the Caliphat…"
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,@JooniIsrar death was too convenient to be a coincidence. And now rumours say Jawlani is dead too. I think moderate faction is doing this.
,,"They said Islamic State are uneducated stupid unwilling to cooperate

No we saw through all the lies and empty words and stick on beards."
,,"Alqaeda fan boys
War is deception
We can ally with US to deceive everyone 
And then buy weapons get strong then fight then
Saudi tried that."
,,"RT @MarwanTunsi1: FSA apostates gains along the border are like mold in the bathroom, it's bad but it can be cleaned later inshAllah. https…"
,,"True
Sahawat couldnt even continue fighting Asad
signed a truce with him
Sold their religion to US
No perseverance https://t.co/TEZGF86Ldw"
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,"@JooniIsrar Only rumours saying he died in an airstrike on a building near Idlib. Won't be surprised if his ""allies"" sold him out in return"
,,"Alqaeda logic
Fighting under US makes you a mujahid

Fighting solely for Allah independently makes you khawarij https://t.co/GXqw6uDO8v"
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,"@JooniIsrar for the power being offered to rebels during the ""peace process"". Nusra should have known that their allies are unreliable."
,,"Okay there is no need to mention alqaeda separately from sahawat alridda anymore
So please use sahawat alridda for alqaeda often"
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,@JooniIsrar I think ISIS warned Nusra that Nusra should not to be allies with the rebels due to their corrupt ideology (manhaj+Aqidah).
,"A Moroccan engineer in nanotechnology commenting on Middle East  politics, mainly Iraq/Syria. Not representing any group. RTs and Favs  aren't endorsements.","RT @MarwanTunsi1: Al Qa'ida 2.2.1v fanboys 2016:
Apostates fighting under US air cover are Mujahedeen..
ShubanAllah. https://t.co/LuGlIc6cd9"
,,"Joulani wish is for US to take alqaeda off terror list
Qatar is working hard advising alqaeda.
Notice all kidnappings go through Qatar"
,,Crusader front is catchy
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,Irony: Salafist Saudi Arabia is using its vast resources money and airpower to defend the Alawite Bashar Assad against ISIS Salafists.
,,"What's the ruling on being killed by your kafir ally in friendly fire.
Hell or jannah?"
,,"Notice the murtad on bottoms left.
He looking up at the US jet protecting them"
,,@WaqarHu12280564 https://t.co/UVora9P0JV
,,RT @MarwanTunsi1: Al Qa'ida fanboys reaction to Ahrar Al Sham clear apostasy today in #Aleppo: https://t.co/g450j3fWuL
,,@klekishi @MarwanTunsi1 maqidis knew about it
,,"@klekishi @MarwanTunsi1 it's also alqaeda apostasy
Abu galaxy group blessed by alqaeda shura participated
Ahrar alsharqiya"
,,"Muhaisini 
Maqdisi
Both knew of alqaeda and Ahrar participation in North allepo
Both left twitter  https://t.co/9u2DWLK8bZ"
,,"RT @BassamJaara: اسمعوا ""الثوار"" يقولون انهم ليسوا معنيين بمحاربة النظام وان من يسلم نفسه وسلاحه لا يسجن                        https://t.c…"
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,Hard to imagine that Abu Khalid Al-Suri would have allowed Ahrar as-Sham to ally with US. Perhaps that's the reason he was assassinated?
,"Journalist, specialize in ongoing war against terrorism.Retweet is not endorsement.","@StrangerThnRedz @khattab190 Y you don't want to accept the open truth man,defender of lie always lost his crediblityRebels are puppet boy."
,"Journalist, specialize in ongoing war against terrorism.Retweet is not endorsement.","RT @Jazrawi_Saraqib: Muhaisini 
Maqdisi
Both knew of alqaeda and Ahrar participation in North allepo
Both left twitter  https://t.co/9u2DWL…"
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,RT @warrnews: Jaysh al-Islam openly say they will ally with Assad to stop IS expansion in #Qalamoon/ #Dumayr area.... https://t.co/8OBBqiIZ…
,"Journalist, specialize in ongoing war against terrorism.Retweet is not endorsement.","RT @warrnews: Ahrar ash-Sham, now officially under the direct command of USA &amp; fights under their jets.

Picture is of them in... https://t…"
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,Ahrar as-Sham fighters give thanks after they liberate Al-Rai village from Shariah law and impose secular democracy: https://t.co/JM7xl65rQg
,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,"This FSA commander was bragging that FSA was about to liberate Al-Rai from ISIS, then stepped on a landmine and died https://t.co/bKKjd3d2GN"
,"Plea of the Ummah!
Ummathuge Aadheys!
A Campaign by Jamiyyathul Bayan.","Breaking! #AmaqAgency  #WilayatHalab 

󾠢 | Syrian Opposition Factions Capture the Town of ar-Rai in #Aleppo's... https://t.co/6R6tWwVMSf"
,"Plea of the Ummah!
Ummathuge Aadheys!
A Campaign by Jamiyyathul Bayan.","Video | 󾠁 ® The Media Office Of #WilayatNinawa Presents :

■|Glad Tidings in Support of the Tribes
■| البشائر في... https://t.co/z9C1wTJg9E"
,"Plea of the Ummah!
Ummathuge Aadheys!
A Campaign by Jamiyyathul Bayan.","Palmyra scenario was replicated in south Aleppo. War criminals by so called UN standards, #Russia burnt the... https://t.co/W1CDAUtHWf"
,"Journalist, specialize in ongoing war against terrorism.Retweet is not endorsement.",RT @WarReporter1: Irony: Salafist Saudi Arabia is using its vast resources money and airpower to defend the Alawite Bashar Assad against IS…
,"Journalist, specialize in ongoing war against terrorism.Retweet is not endorsement.",@StrangerThnRedz @khattab190 you missed fullstop at the end.
,"Journalist, specialize in ongoing war against terrorism.Retweet is not endorsement.","RT @kamrsa1: Life is never called life without problems, difficulties, hurtful moments and without struggles but never without Allah."
,"Journalist, specialize in ongoing war against terrorism.Retweet is not endorsement.","RT @striv3rer: and for what? this?

. https://t.co/rhKnVn8CFo"
,"Journalist, specialize in ongoing war against terrorism.Retweet is not endorsement.",RT @HKX07: IS captures Arouba CP from #Nusra (Al Qaeda) after attacking their positions inside besieged Yarmouk camp #Syria https://t.co/Kz…
,"Journalist, specialize in ongoing war against terrorism.Retweet is not endorsement.","RT @NusantarWitness: numerous soldiers of Jaish al Islam in Dumair, #Damascus has defected to #IS after their leaders allied with #assad
ht…"
,"Journalist, specialize in ongoing war against terrorism.Retweet is not endorsement.","RT @WarReporter1: @JooniIsrar Abu Firas al-Suri was one of those hardliners who stood in the way of the ""moderates"" who wanted to leave Al-…"
,"My worship and my sacrifice and my living and my dying are for Allah alone, the Lord of the Worlds.",@ServantJihade21 may Allah humiliate you and your kind. This is how you fight your war with us https://t.co/BWLgFkBxOM
,"My worship and my sacrifice and my living and my dying are for Allah alone, the Lord of the Worlds.",@abuhumayra5 @irqjmjmt we still have Allah while they sold their deen https://t.co/plgN4Ccj9Q
,"My worship and my sacrifice and my living and my dying are for Allah alone, the Lord of the Worlds.",@abdullahazam231 oh yeah you liberated the town from 'khawarij' with the help of kuffar airstrikes?...who is the Khawarij here?
,"My worship and my sacrifice and my living and my dying are for Allah alone, the Lord of the Worlds.","Stop trying to fool people,there're no mujahideen here,just a bunch of filthy nationalists kissing American ass https://t.co/YdJXF8u3L3"
,"My worship and my sacrifice and my living and my dying are for Allah alone, the Lord of the Worlds.",@alamriki_omar jazakallah Khairan akhi
,we provide fresh news from every battlefield,"RT @KyleWOrton: New video from Izzat ad-Douri, Saddam's former deputy, the leader of Jaysh an-Naqshbandi. https://t.co/3Hh4T8iwPf https://t…"
,"My worship and my sacrifice and my living and my dying are for Allah alone, the Lord of the Worlds.",You help remove the shariah of Allah and then make sujood?...sujood to America?...because it's not to Allah https://t.co/TAvD2zfVwA
,"My worship and my sacrifice and my living and my dying are for Allah alone, the Lord of the Worlds.","He helped remove the banner of tawheed and replaced it with the flag of kufr,died few hours later. Hell awaits you https://t.co/U2h8AMhC06"
,"My worship and my sacrifice and my living and my dying are for Allah alone, the Lord of the Worlds.","@alamriki_omar exactly akhi,their apostasy have been seen by the whole world"
,"My worship and my sacrifice and my living and my dying are for Allah alone, the Lord of the Worlds.",@alamriki_omar and this fool dying for America. They have nothing to say to Allah. They sealed their own fate https://t.co/MUcVZGIwFh
,"My worship and my sacrifice and my living and my dying are for Allah alone, the Lord of the Worlds.","@alamriki_omar we have Allah on our side akhi,they have chosen kufr over belief,may Allah show their kufr to the general Muslim population"
,We support islamic state!!! ALLAHU AKBAR!!! We support our Khalifa Al baghdady!!!,"While ""sunni"" dolars scholars isue fatwas against mujahiden, 

Shia clerks on Z front lines declarng ""sacred jihad""! https://t.co/6eLEcMGyci"
,We support islamic state!!! ALLAHU AKBAR!!! We support our Khalifa Al baghdady!!!,"The Prophet [ﷺ] said: 

""The gift to a believer is death.""

• [At-Tirmidhī | #1609]"
,We support islamic state!!! ALLAHU AKBAR!!! We support our Khalifa Al baghdady!!!,"⚫ The prophet ﷺ gave of 13 years #Dāwā resulting in 100- reverts.

⚫ The Prophet ﷺ fought 10 years in #Jihad resulting in 123.000+ reverts."
,We support islamic state!!! ALLAHU AKBAR!!! We support our Khalifa Al baghdady!!!,if u just fight this khilafah without aid from kufar or murtadeen simply because you love fighting then you are simply #rebel
,We support islamic state!!! ALLAHU AKBAR!!! We support our Khalifa Al baghdady!!!,if ally with kufar &amp; fight the khilafah or U fight against shariah bcz u wana another law other than shariah #murtad https://t.co/9n60Qir7AQ
,We support islamic state!!! ALLAHU AKBAR!!! We support our Khalifa Al baghdady!!!,"For thoz who are barking let me inform u in a simple language even the sheep can understand
if u carry arms &amp; fight this khilafah u are dead"
,"My worship and my sacrifice and my living and my dying are for Allah alone, the Lord of the Worlds.","RT @alamriki_omar: Secularism allows for doubt in the existence of God to flourish &amp; this in turns leads to atheism,the worst thing that ca…"
,"My worship and my sacrifice and my living and my dying are for Allah alone, the Lord of the Worlds.",@NusantarWitness @Mamoru_Hijikata when was this?
